uc_id,title,criticality,regulation,regulation_version,clause,clause_url,assurance,mode,source_path
22.2.18,NIS2 Network Security Monitoring and Anomaly Detection,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(a),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.18.json
22.2.19,NIS2 Art.23(3) — Cross-Border Incident Impact Assessment Completeness,high,NIS2,Directive (EU) 2022/2555,Art.23(3),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.19.json
22.2.2,NIS2 Supply Chain Security Monitoring,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(d),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.2.json
22.2.20,NIS2 Management Body Accountability and Governance Evidence,high,NIS2,Directive (EU) 2022/2555,Art.20,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.20.json
22.2.21,NIS2 Risk Analysis Evidence for Essential Entities,critical,NIS2,Directive (EU) 2022/2555,Art.21(2),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.21.json
22.2.22,NIS2 Risk Analysis Evidence for Important Entities,high,NIS2,Directive (EU) 2022/2555,Art.21(2),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.22.json
22.2.23,NIS2 Art.21(2)(b) — Incident Handling Playbook Adherence,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(b),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.23.json
22.2.24,NIS2 Business Continuity and ICT Continuity Evidence,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(c),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.24.json
22.2.25,NIS2 Supply Chain Security Assessment Coverage,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(d),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.25.json
22.2.26,NIS2 Network Security Monitoring Coverage by Segment,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(a),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.26.json
22.2.27,NIS2 Vulnerability Disclosure Policy Operational Signals,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(e),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.27.json
22.2.28,NIS2 Cyber Hygiene Practices — Baseline Control Compliance,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(g),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.28.json
22.2.29,NIS2 Cryptography Policy Compliance — TLS and Certificate Posture,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(h),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.29.json
22.2.3,NIS2 Vulnerability Disclosure and Patch Management Tracking,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(e),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.3.json
22.2.30,NIS2 Human Resources Security Measures Evidence,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(i),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.30.json
22.2.31,NIS2 Entity Classification Validation (Essential vs Important),high,NIS2,Directive (EU) 2022/2555,Art.2(1),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.31.json
22.2.32,NIS2 Proportional Security Measure Verification by Tier,high,NIS2,Directive (EU) 2022/2555,Art.21(2),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.32.json
22.2.33,NIS2 Art.23 — Reporting Timeline Compliance Roll-Up (24h / 72h / 1-Month),critical,NIS2,Directive (EU) 2022/2555,Art.23,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.33.json
22.2.34,NIS2 Art.23(3) — Cross-Border Coordination Task Tracking,high,NIS2,Directive (EU) 2022/2555,Art.23(3),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.34.json
22.2.35,NIS2 Supervisory Compliance Evidence Pack Readiness,high,NIS2,Directive (EU) 2022/2555,Art.32,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.35.json
22.2.35,NIS2 Supervisory Compliance Evidence Pack Readiness,high,NIS2,Directive (EU) 2022/2555,Art.33,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.35.json
22.2.36,NIS2 OT Network Segmentation Validation,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(a),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.36.json
22.2.37,NIS2 SCADA System Access Monitoring,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(a),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.37.json
22.2.38,NIS2 Industrial Control System Patching and Change Evidence,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(e),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.38.json
22.2.39,NIS2 OT Incident Detection — Process and Protocol Anomalies,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(f),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.39.json
22.2.4,NIS2 Business Continuity and Crisis Management Monitoring,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(c),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.4.json
22.2.40,NIS2 Safety System Integrity Monitoring (SIL / SIS Interlocks),critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(c),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.40.json
22.2.41,NIS2 Management Body Cybersecurity Training Evidence,high,NIS2,Directive (EU) 2022/2555,Art.20,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.41.json
22.2.42,NIS2 Board-Level Cyber Risk Reporting Distribution Audit,high,NIS2,Directive (EU) 2022/2555,Art.20,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.42.json
22.2.43,NIS2 Annual Security Assessment Completion Tracking,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(f),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.43.json
22.2.44,NIS2 Cooperation Group and Sector Information Sharing Participation,high,NIS2,Directive (EU) 2022/2555,Art.14,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.44.json
22.2.45,NIS2 Art.23 — CSIRT Notification Channel Health and Delivery Confirmation,high,NIS2,Directive (EU) 2022/2555,Art.23,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.45.json
22.2.46,NIS2 Art.21(2)(j) — Secure emergency communication channel verification,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(j),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.46.json
22.2.47,"NIS2 Art.2/3/26/27 — Entity scope, registry and jurisdiction evidence",critical,NIS2,Directive (EU) 2022/2555,Annex I,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.47.json
22.2.47,"NIS2 Art.2/3/26/27 — Entity scope, registry and jurisdiction evidence",critical,NIS2,Directive (EU) 2022/2555,Annex II,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.47.json
22.2.47,"NIS2 Art.2/3/26/27 — Entity scope, registry and jurisdiction evidence",critical,NIS2,Directive (EU) 2022/2555,Art.2,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.47.json
22.2.47,"NIS2 Art.2/3/26/27 — Entity scope, registry and jurisdiction evidence",critical,NIS2,Directive (EU) 2022/2555,Art.26,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.47.json
22.2.47,"NIS2 Art.2/3/26/27 — Entity scope, registry and jurisdiction evidence",critical,NIS2,Directive (EU) 2022/2555,Art.27,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.47.json
22.2.47,"NIS2 Art.2/3/26/27 — Entity scope, registry and jurisdiction evidence",critical,NIS2,Directive (EU) 2022/2555,Art.3,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.47.json
22.2.48,"NIS2 Art.20/21 governance — Board approval, management training and risk acceptance evidence",critical,NIS2,Directive (EU) 2022/2555,Art.20,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.48.json
22.2.48,"NIS2 Art.20/21 governance — Board approval, management training and risk acceptance evidence",critical,NIS2,Directive (EU) 2022/2555,Art.20(1),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.48.json
22.2.48,"NIS2 Art.20/21 governance — Board approval, management training and risk acceptance evidence",critical,NIS2,Directive (EU) 2022/2555,Art.20(2),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.48.json
22.2.48,"NIS2 Art.20/21 governance — Board approval, management training and risk acceptance evidence",critical,NIS2,Directive (EU) 2022/2555,Art.21(1),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.48.json
22.2.48,"NIS2 Art.20/21 governance — Board approval, management training and risk acceptance evidence",critical,NIS2,Directive (EU) 2022/2555,Art.21(4),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.48.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(1),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(10),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(11),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(2),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(3)(a),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(3)(b),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(4)(a),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(4)(b),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(4)(c),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(4)(d),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(4)(e),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(5),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(6),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.49,NIS2 Art.23 — Significant Incident Reporting Package Completeness and Timeline Control,critical,NIS2,Directive (EU) 2022/2555,Art.23(7),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.49.json
22.2.5,NIS2 Network and Information Systems Access Control Audit,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(i),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.5.json
22.2.50,"NIS2 Art.21/22 — Critical supplier risk, SBOM exposure and vendor access monitoring",critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(d),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.50.json
22.2.50,"NIS2 Art.21/22 — Critical supplier risk, SBOM exposure and vendor access monitoring",critical,NIS2,Directive (EU) 2022/2555,Art.21(3),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.50.json
22.2.50,"NIS2 Art.21/22 — Critical supplier risk, SBOM exposure and vendor access monitoring",critical,NIS2,Directive (EU) 2022/2555,Art.22,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.50.json
22.2.51,NIS2 Art.12/21 secure development and vulnerability disclosure evidence,high,NIS2,Directive (EU) 2022/2555,Art.12,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.51.json
22.2.51,NIS2 Art.12/21 secure development and vulnerability disclosure evidence,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(e),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.51.json
22.2.51,NIS2 Art.12/21 secure development and vulnerability disclosure evidence,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(f),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.51.json
22.2.52,"NIS2 Art.21 access, HR security, privileged accounts, MFA and secure communications evidence",critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(i),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.52.json
22.2.52,"NIS2 Art.21 access, HR security, privileged accounts, MFA and secure communications evidence",critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(j),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.52.json
22.2.53,"NIS2 Art.21 business continuity, backup restore and physical-environmental resilience evidence",critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(c),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.53.json
22.2.54,"NIS2 Art.31-35 supervision, enforcement, fine exposure and GDPR coordination evidence",high,NIS2,Directive (EU) 2022/2555,Art.31,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.54.json
22.2.54,"NIS2 Art.31-35 supervision, enforcement, fine exposure and GDPR coordination evidence",high,NIS2,Directive (EU) 2022/2555,Art.32,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.54.json
22.2.54,"NIS2 Art.31-35 supervision, enforcement, fine exposure and GDPR coordination evidence",high,NIS2,Directive (EU) 2022/2555,Art.33,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.54.json
22.2.54,"NIS2 Art.31-35 supervision, enforcement, fine exposure and GDPR coordination evidence",high,NIS2,Directive (EU) 2022/2555,Art.34,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.54.json
22.2.54,"NIS2 Art.31-35 supervision, enforcement, fine exposure and GDPR coordination evidence",high,NIS2,Directive (EU) 2022/2555,Art.35,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.54.json
22.2.55,"NIS2 Art.28-30 domain registration, DNS integrity and information-sharing evidence",high,NIS2,Directive (EU) 2022/2555,Art.28,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.55.json
22.2.55,"NIS2 Art.28-30 domain registration, DNS integrity and information-sharing evidence",high,NIS2,Directive (EU) 2022/2555,Art.29,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.55.json
22.2.55,"NIS2 Art.28-30 domain registration, DNS integrity and information-sharing evidence",high,NIS2,Directive (EU) 2022/2555,Art.30,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.55.json
22.2.56,"NIS2 evidence integrity, certification and standards crosswalk control",high,NIS2,Directive (EU) 2022/2555,Art.21(2)(a),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.56.json
22.2.56,"NIS2 evidence integrity, certification and standards crosswalk control",high,NIS2,Directive (EU) 2022/2555,Art.21(5),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.56.json
22.2.56,"NIS2 evidence integrity, certification and standards crosswalk control",high,NIS2,Directive (EU) 2022/2555,Art.24,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.56.json
22.2.56,"NIS2 evidence integrity, certification and standards crosswalk control",high,NIS2,Directive (EU) 2022/2555,Art.25,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.56.json
22.2.57,NIS2 crawl/walk/run maturity and next-best-control benchmark dashboard,medium,NIS2,Directive (EU) 2022/2555,Art.20(1),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.57.json
22.2.57,NIS2 crawl/walk/run maturity and next-best-control benchmark dashboard,medium,NIS2,Directive (EU) 2022/2555,Art.21(2)(f),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.2.57.json
22.2.6,NIS2 Risk Analysis and Information System Security Policy Evidence,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(a),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.6.json
22.2.7,NIS2 Art.23(4)(b) — 72-Hour Incident Notification Readiness,critical,NIS2,Directive (EU) 2022/2555,Art.23(2),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.7.json
22.2.8,NIS2 Art.23(4)(d) — One-Month Final Incident Report Tracking,critical,NIS2,Directive (EU) 2022/2555,Art.23(4),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.8.json
22.2.9,NIS2 Effectiveness Assessment of Cybersecurity Measures,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(f),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.2.9.json
22.3.42,DORA Art.7 — ICT systems inventory completeness: unmanaged endpoints attached to financial services,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(d),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.3.42.json
22.3.44,DORA Art.17 — ICT incident classification timeliness: major-incident clock evidence,critical,NIS2,Directive (EU) 2022/2555,Art.23,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,full,satisfies,content/cat-22-regulatory-compliance/UC-22.3.44.json
22.39.1,Multi-regulator breach-notification SLA tracker (24h NIS2 / 72h GDPR / 72h HIPAA),critical,NIS2,Directive (EU) 2022/2555,Art.23,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,full,satisfies,content/cat-22-regulatory-compliance/UC-22.39.1.json
22.39.2,Regulator-portal submission evidence — one-way API acknowledgement audit,high,NIS2,Directive (EU) 2022/2555,Art.23,https://eur-lex.europa.eu/eli/dir/2022/2555/oj,full,satisfies,content/cat-22-regulatory-compliance/UC-22.39.2.json
22.39.4,Cross-regulator consistency — divergent material facts across submissions,high,NIS2,Directive (EU) 2022/2555,Art.23(4),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.39.4.json
22.39.5,Regulator-portal authentication failure during submission window,high,NIS2,Directive (EU) 2022/2555,Art.23(1),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.39.5.json
22.41.2,Certificate / TLS posture — weak cipher and expired-cert detection,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(h),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,full,satisfies,content/cat-22-regulatory-compliance/UC-22.41.2.json
22.43.1,Critical vulnerability SLA tracker — unpatched 30+ days with exploited-in-the-wild indicator,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(e),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.43.1.json
22.43.3,Internet-facing asset × unpatched critical CVE,critical,NIS2,Directive (EU) 2022/2555,Art.21(2)(e),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,full,satisfies,content/cat-22-regulatory-compliance/UC-22.43.3.json
22.43.5,SBOM vendor-component CVE exposure,high,NIS2,Directive (EU) 2022/2555,Art.21(2)(d),https://eur-lex.europa.eu/eli/dir/2022/2555/oj,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.43.5.json
