uc_id,title,criticality,regulation,regulation_version,clause,clause_url,assurance,mode,source_path
22.12.39,SOX-ITGC ChangeMgmt.Approval — Segregation of duties in financial-system change approval,critical,SOC-2,2017 TSC,CC8.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.12.39.json
22.12.40,SOX-ITGC Operations.JobSchedule — Batch-schedule monitoring: financial-job exception visibility,medium,SOC-2,2017 TSC,CC7.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,partial,satisfies,use-cases/cat-22/uc-22.12.40.json
22.35.1,Audit-log continuity: detect indexing gap indicating lost evidence,critical,SOC-2,2017 TSC,CC7.2,,partial,satisfies,use-cases/cat-22/uc-22.35.1.json
22.35.2,Log tamper detection via write-once-read-many chain-of-custody,critical,SOC 2,2017 TSC,CC7.2,,partial,satisfies,use-cases/cat-22/uc-22.35.2.json
22.35.3,Indexer replication lag exposing evidence to single-point failure,high,SOC 2,2017 TSC,A1.2,,partial,satisfies,use-cases/cat-22/uc-22.35.3.json
22.35.5,Search-head audit-trail completeness — deleted or rewritten search jobs,high,SOC-2,2017 TSC,CC7.2,,partial,satisfies,use-cases/cat-22/uc-22.35.5.json
22.40.1,Privileged session recording — missing recordings for elevated sessions,critical,SOC 2,2017 TSC,CC6.1,,full,satisfies,use-cases/cat-22/uc-22.40.1.json
22.42.1,Unauthorized production change — no approved CR matches the observed change,critical,SOC 2,2017 TSC,CC8.1,,full,satisfies,use-cases/cat-22/uc-22.42.1.json
22.42.3,Change rollback execution evidence — declared rollback vs actual,medium,SOC-2,2017 TSC,CC8.1,,full,satisfies,use-cases/cat-22/uc-22.42.3.json
22.42.4,CAB approval bypass — change pushed before scheduled window,high,SOC-2,2017 TSC,CC8.1,,full,detects-violation-of,use-cases/cat-22/uc-22.42.4.json
22.42.5,Infrastructure-as-code drift — applied state diverges from merged plan,high,SOC-2,2017 TSC,CC8.1,,partial,satisfies,use-cases/cat-22/uc-22.42.5.json
22.45.1,Backup restore test evidence — RPO/RTO SLA compliance per tier,critical,SOC 2,2017 TSC,A1.2,,full,satisfies,use-cases/cat-22/uc-22.45.1.json
22.47.1,Control test freshness — evidence older than policy cadence,medium,SOC 2,2017 TSC,CC5.1,,full,satisfies,use-cases/cat-22/uc-22.47.1.json
22.47.2,Repeat audit findings — same control deficiency across consecutive audit cycles,high,SOC 2,2017 TSC,CC3.1,,partial,satisfies,use-cases/cat-22/uc-22.47.2.json
22.47.3,Control owner attestation freshness,medium,SOC-2,2017 TSC,CC1.3,,full,satisfies,use-cases/cat-22/uc-22.47.3.json
22.47.4,Evidence-pack drift — auditor-facing vs pre-production evidence,high,SOC-2,2017 TSC,CC1.5,,full,satisfies,use-cases/cat-22/uc-22.47.4.json
22.47.5,Continuous control monitoring anomaly — failure-rate trending up,high,SOC-2,2017 TSC,CC4.1,,partial,satisfies,use-cases/cat-22/uc-22.47.5.json
22.48.3,Developer-to-production SoD — same developer submits AND approves merge,high,SOC-2,2017 TSC,CC6.3,,full,detects-violation-of,use-cases/cat-22/uc-22.48.3.json
22.48.4,Financial SoD — same identity posts AND approves a journal entry,critical,SOC-2,2017 TSC,CC6.3,,full,detects-violation-of,use-cases/cat-22/uc-22.48.4.json
22.6.49,ISO/IEC 27001:2022 Clause 9.1 — Monitoring programme coverage: KPI telemetry uptime,high,SOC-2,2017 TSC,CC7.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,partial,satisfies,use-cases/cat-22/uc-22.6.49.json
22.6.50,ISO/IEC 27001:2022 Clause 9.2 — Internal audit coverage: control sample rotation,medium,SOC-2,2017 TSC,CC4.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,contributing,satisfies,use-cases/cat-22/uc-22.6.50.json
22.6.52,ISO/IEC 27001:2022 Annex A.5.25 — Event classification decisions: SIEM-to-incident triage traceability,high,SOC-2,2017 TSC,CC7.3,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.6.52.json
22.6.54,ISO/IEC 27001:2022 Clause 7.5 — Documented information control: policy register approval trail,medium,SOC-2,2017 TSC,CC1.4,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,partial,satisfies,use-cases/cat-22/uc-22.6.54.json
22.6.55,ISO/IEC 27001:2022 Clause 8.1 — Operational planning: change advisory board (CAB) approval evidence,medium,SOC-2,2017 TSC,CC8.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,partial,satisfies,use-cases/cat-22/uc-22.6.55.json
22.8.1,SOC 2 Trust Services Criteria Continuous Control Monitoring,critical,SOC 2,2017 TSC,CC6.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.1.json
22.8.1,SOC 2 Trust Services Criteria Continuous Control Monitoring,critical,SOC 2,2017 TSC,CC7.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.1.json
22.8.1,SOC 2 Trust Services Criteria Continuous Control Monitoring,critical,SOC 2,2017 TSC,CC8.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.1.json
22.8.10,SOC 2 CC2 — Ethical Conduct and Acceptable-Use Violation Monitoring,medium,SOC 2,2017 TSC,CC2.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.10.json
22.8.11,SOC 2 CC2 — Organizational Structure and Segregation-of-Duties Validation,high,SOC 2,2017 TSC,CC2.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.11.json
22.8.12,SOC 2 CC3 — Management Accountability for Control Deficiency Remediation SLAs,high,SOC 2,2017 TSC,CC3.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.12.json
22.8.13,SOC 2 CC4 — Enterprise Risk Register Ingestion and Coverage Gaps,high,SOC 2,2017 TSC,CC7.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.13.json
22.8.14,SOC 2 CC4 — Fraud Risk Scenario Testing Evidence from Anomaly Correlation,critical,SOC 2,2017 TSC,CC7.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.14.json
22.8.15,SOC 2 CC5 — Change Impact Analysis Completeness for Production Releases,high,SOC 2,2017 TSC,CC5.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.15.json
22.8.16,SOC 2 CC6 — Credential Lifecycle — Orphan and Contractor Account Detection,high,SOC 2,2017 TSC,CC6.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.16.json
22.8.17,SOC 2 CC6 — Physical Access Review Exception Tracking for Sensitive Facilities,high,SOC 2,2017 TSC,CC7.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.17.json
22.8.18,SOC 2 CC6 — Encryption in Transit Policy Enforcement for Admin and API Paths,critical,SOC 2,2017 TSC,CC6.6,,contributing,satisfies,use-cases/cat-22/uc-22.8.18.json
22.8.19,SOC 2 CC6 — Timeliness of Access Removal After HR Termination Events,critical,SOC 2,2017 TSC,CC3.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.19.json
22.8.2,SOC 2 System Availability and Incident Response Evidence Collection,critical,SOC 2,2017 TSC,A1,,contributing,satisfies,use-cases/cat-22/uc-22.8.2.json
22.8.20,SOC 2 CC7 — Unauthorized Production Configuration Change Detection,critical,SOC 2,2017 TSC,CC7.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.20.json
22.8.21,SOC 2 CC7 — Incident Classification Consistency and Severity Drift Audit,high,SOC 2,2017 TSC,CC8.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.21.json
22.8.22,SOC 2 CC7 — Operational Anomaly Detection on Critical Batch and API SLOs,high,SOC 2,2017 TSC,A1.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.22.json
22.8.23,SOC 2 CC7 — Vulnerability Management SLA and Exception Expiry Tracking,high,SOC 2,2017 TSC,CC3.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.23.json
22.8.24,SOC 2 CC8 — Infrastructure-as-Code Drift vs Approved Terraform Modules,high,SOC 2,2017 TSC,CC7.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.24.json
22.8.25,SOC 2 CC8 — Software Development Lifecycle Control Gates from CI/CD Telemetry,high,SOC 2,2017 TSC,CC7.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.25.json
22.8.26,SOC 2 CC9 — Change Authorization Dual-Control on Privileged Cloud Roles,critical,SOC 2,2017 TSC,CC8.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.26.json
22.8.27,SOC 2 A1 — Capacity Planning Signals for In-Scope Production Services,medium,SOC 2,2017 TSC,A1.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.27.json
22.8.28,SOC 2 A1 — Disaster Recovery Test Execution and Evidence Timestamps,high,SOC 2,2017 TSC,A1.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.28.json
22.8.29,SOC 2 C1 — Confidential Information Disposal and Secure Destruction Evidence,high,SOC 2,2017 TSC,C1.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.29.json
22.8.3,SOC 2 Confidentiality Classification and DLP Event Audit,high,SOC 2,2017 TSC,C1,,contributing,satisfies,use-cases/cat-22/uc-22.8.3.json
22.8.30,SOC 2 PI1 — Processing Completeness Validation Across Multi-Stage Pipelines,high,SOC 2,2017 TSC,CC7.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.30.json
22.8.31,SOC 2 CC6.6 — Encryption-in-transit validation: cleartext protocols crossing the trust boundary,high,SOC-2,2017 TSC,CC6.6,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.31.json
22.8.32,SOC 2 CC6.7 — System boundary & data-transmission control: unapproved egress destinations,high,SOC-2,2017 TSC,CC6.7,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.32.json
22.8.33,SOC 2 CC7.1 — System-operations monitoring: uptime attestation and alert-noise governance,high,SOC-2,2017 TSC,CC7.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.33.json
22.8.34,SOC 2 CC7.3 — Evaluated events: threshold breaches without documented rationale,medium,SOC-2,2017 TSC,CC7.3,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.34.json
22.8.35,SOC 2 CC7.4 — Incident response: post-incident review completion SLA,high,SOC-2,2017 TSC,CC7.4,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.35.json
22.8.36,SOC 2 CC1.1 — Integrity and ethical values: code-of-conduct acknowledgement trail,medium,SOC-2,2017 TSC,CC1.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.36.json
22.8.37,SOC 2 CC9.1 — Risk-mitigation activity: vendor-risk action closure SLA,medium,SOC-2,2017 TSC,CC9.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.37.json
22.8.38,SOC 2 C1.1 — Confidentiality: sensitive-data exposure at the egress boundary,high,SOC-2,2017 TSC,C1.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.38.json
22.8.39,SOC 2 P1.1 — Privacy notice: consent-record freshness for privacy-notice version changes,medium,SOC-2,2017 TSC,P1.1,https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services,full,satisfies,use-cases/cat-22/uc-22.8.39.json
22.8.4,SOC 2 Control Environment and Board-Level Attestation Workflow,medium,SOC 2,2017 TSC,CC1.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.4.json
22.8.4,SOC 2 Control Environment and Board-Level Attestation Workflow,medium,SOC 2,2017 TSC,CC2.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.4.json
22.8.5,SOC 2 Risk Assessment — Change-Induced Emergency Pattern Monitoring,high,SOC 2,2017 TSC,CC3.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.5.json
22.8.5,SOC 2 Risk Assessment — Change-Induced Emergency Pattern Monitoring,high,SOC 2,2017 TSC,CC3.3,,contributing,satisfies,use-cases/cat-22/uc-22.8.5.json
22.8.6,SOC 2 Processing Integrity — Financial Batch Job Reconciliation Exceptions,critical,SOC 2,2017 TSC,PI1.3,,contributing,satisfies,use-cases/cat-22/uc-22.8.6.json
22.8.7,SOC 2 Privacy — Consent Log Integrity and Downstream Propagation Checks,high,SOC 2,2017 TSC,P4.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.7.json
22.8.7,SOC 2 Privacy — Consent Log Integrity and Downstream Propagation Checks,high,SOC 2,2017 TSC,P4.3,,contributing,satisfies,use-cases/cat-22/uc-22.8.7.json
22.8.8,SOC 2 Fraud Risk and Anomalous Privileged Activity Correlation,critical,SOC 2,2017 TSC,CC9.2,,contributing,satisfies,use-cases/cat-22/uc-22.8.8.json
22.8.9,SOC 2 CC1 — Board and Committee ICT Oversight Evidence Trail,high,SOC 2,2017 TSC,CC1.1,,contributing,satisfies,use-cases/cat-22/uc-22.8.9.json
22.9.10,Compliance Trending — Weighted Compliance Posture Composite and Driver Attribution,high,SOC 2,2017 TSC,CC2.1,,contributing,satisfies,use-cases/cat-22/uc-22.9.10.json
22.9.6,Compliance Trending — SOC 2 Control Test Pass Rate vs Prior Quarter Baseline,medium,SOC 2,2017 TSC,CC7.2,,contributing,satisfies,use-cases/cat-22/uc-22.9.6.json
22.9.8,Compliance Trending — Auditor Evidence Pack Generation Volume and Deficiency Rate,medium,SOC 2,2017 TSC,CC5.1,,contributing,satisfies,use-cases/cat-22/uc-22.9.8.json
22.9.9,Compliance Trending — Regulatory Change Feed Impact Score on In-Scope Controls,high,SOC 2,2017 TSC,CC3.1,,contributing,satisfies,use-cases/cat-22/uc-22.9.9.json
