uc_id,title,criticality,regulation,regulation_version,clause,clause_url,assurance,mode,source_path
22.12.13,Failed change rollback and backout evidence tracking,high,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.13.json
22.12.14,Changes executed outside approved maintenance windows,medium,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.14.json
22.12.15,Financial close batch job failures and runtime SLA breaches,low,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.15.json
22.12.16,General ledger database backup success within policy windows,critical,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.16.json
22.12.17,Unauthorized batch schedule or dependency modifications,high,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.17.json
22.12.18,ITSI service health for financial reporting dependency chain,medium,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.18.json
22.12.19,Close-processing cluster CPU saturation during peak windows,low,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.19.json
22.12.2,Privileged access review completion and aging for financial systems,medium,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Privileged,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.2.json
22.12.20,Disaster recovery test execution and evidence correlation,critical,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.20.json
22.12.21,Priority incident aging for finance-critical configuration items,high,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.21.json
22.12.22,Financial close checklist task completion by owner,medium,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.22.json
22.12.23,After-hours and high-value journal entry concentration,low,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.23.json
22.12.24,Sequential ERP document number gap detection,critical,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.24.json
22.12.25,Duplicate disbursement pattern detection in AP subledger,high,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.25.json
22.12.26,Sensitive management financial report access and export,medium,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Review,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.26.json
22.12.27,Subledger-to-general-ledger reconciliation variance monitoring,low,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.27.json
22.12.28,Quarterly privileged ERP role population for sign-off,critical,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Privileged,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.28.json
22.12.29,IT control testing sample evidence retrieval by control ID,high,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.29.json
22.12.3,Segregation of duties conflicts across SAP / Oracle financial roles,low,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.SOD,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.3.json
22.12.30,Open IT control exception aging and escalation tiers,medium,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.30.json
22.12.31,Audit finding remediation milestone and due-date risk,low,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.31.json
22.12.32,External audit IT finding closure and retest documentation,critical,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.32.json
22.12.33,IT control self-assessment questionnaire completion rates,high,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.33.json
22.12.34,IT risk register residual score movement for financial reporting risks,medium,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.34.json
22.12.35,Monthly ITGC KPI pack for management review evidence,low,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.35.json
22.12.36,SOX-ITGC AccessMgmt.Provisioning — Financial-system user provisioning SLA & workflow adherence,high,SOX-ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Provisioning,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,full,satisfies,content/cat-22-regulatory-compliance/UC-22.12.36.json
22.12.37,SOX-ITGC AccessMgmt.Termination — Deprovisioning SLA after HR termination event,critical,SOX-ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Termination,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,full,satisfies,content/cat-22-regulatory-compliance/UC-22.12.37.json
22.12.38,SOX-ITGC ChangeMgmt.Testing — Financial-system change test-evidence completeness,high,SOX-ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,full,satisfies,content/cat-22-regulatory-compliance/UC-22.12.38.json
22.12.39,SOX-ITGC ChangeMgmt.Approval — Segregation of duties in financial-system change approval,critical,SOX-ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Approval,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,full,satisfies,content/cat-22-regulatory-compliance/UC-22.12.39.json
22.12.4,Administrator and break-glass usage on production financial hosts,critical,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.4.json
22.12.40,SOX-ITGC Operations.JobSchedule — Batch-schedule monitoring: financial-job exception visibility,medium,SOX-ITGC,PCAOB AS 2201,ITGC.Operations.JobSchedule,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,full,satisfies,content/cat-22-regulatory-compliance/UC-22.12.40.json
22.12.5,Terminated-user authentication after HR termination date,high,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Termination,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.5.json
22.12.6,Periodic access certification exceptions for in-scope applications,medium,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.6.json
22.12.7,Orphaned and dormant accounts with recent interactive activity,low,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.7.json
22.12.8,Emergency change retrospective documentation completeness,critical,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.8.json
22.12.9,Production configuration drift without matching approved change,high,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Testing,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.12.9.json
22.35.1,Audit-log continuity: detect indexing gap indicating lost evidence,critical,SOX-ITGC,PCAOB AS 2201,ITGC.Logging.Continuity,,contributing,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.35.1.json
22.35.2,Log tamper detection via write-once-read-many chain-of-custody,critical,SOX ITGC,PCAOB AS 2201,ITGC.Logging.Continuity,,contributing,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.35.2.json
22.35.4,Log signing chain integrity — cryptographic signature drift on evidence archive,critical,SOX-ITGC,PCAOB AS 2201,ITGC.Logging.Integrity,,contributing,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.35.4.json
22.40.1,Privileged session recording — missing recordings for elevated sessions,critical,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Privileged,,full,satisfies,content/cat-22-regulatory-compliance/UC-22.40.1.json
22.40.2,Break-glass account usage review with mandatory post-use approval,critical,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Privileged,,full,satisfies,content/cat-22-regulatory-compliance/UC-22.40.2.json
22.40.3,Periodic access review SLA — stale certifications by control owner,high,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Review,,full,satisfies,content/cat-22-regulatory-compliance/UC-22.40.3.json
22.40.4,Standing-privilege credential vaulting drift — admin accounts outside PAM,critical,SOX-ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Privileged,,full,satisfies,content/cat-22-regulatory-compliance/UC-22.40.4.json
22.40.5,High-risk privileged-session command without JIT approval,critical,SOX-ITGC,PCAOB AS 2201,ITGC.Privileged.JIT,,full,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.40.5.json
22.41.5,Key custodian SoD — same identity creates AND approves a key,high,SOX-ITGC,PCAOB AS 2201,ITGC.Crypto.SoD,,partial,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.41.5.json
22.42.1,Unauthorized production change — no approved CR matches the observed change,critical,SOX ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Authorization,,full,satisfies,content/cat-22-regulatory-compliance/UC-22.42.1.json
22.42.3,Change rollback execution evidence — declared rollback vs actual,medium,SOX-ITGC,PCAOB AS 2201,ITGC.Change.Rollback,,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.42.3.json
22.42.4,CAB approval bypass — change pushed before scheduled window,high,SOX-ITGC,PCAOB AS 2201,ITGC.Change.Approval,,full,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.42.4.json
22.45.3,Backup completeness — unprotected workloads with regulated data,high,SOX ITGC,PCAOB AS 2201,ITGC.Operations.Backup,,full,satisfies,content/cat-22-regulatory-compliance/UC-22.45.3.json
22.47.2,Repeat audit findings — same control deficiency across consecutive audit cycles,high,SOX ITGC,PCAOB AS 2201,ITGC.Logging.Review,,contributing,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.47.2.json
22.47.4,Evidence-pack drift — auditor-facing vs pre-production evidence,high,SOX-ITGC,PCAOB AS 2201,ITGC.Evidence.Integrity,,full,satisfies,content/cat-22-regulatory-compliance/UC-22.47.4.json
22.48.1,Segregation of duties — toxic role combinations in IAM,critical,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.SOD,,full,satisfies,content/cat-22-regulatory-compliance/UC-22.48.1.json
22.48.2,SoD violations via break-glass usage — emergency role abuse,critical,SOX ITGC,PCAOB AS 2201,ITGC.AccessMgmt.SOD,,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.48.2.json
22.48.3,Developer-to-production SoD — same developer submits AND approves merge,high,SOX-ITGC,PCAOB AS 2201,ITGC.Change.SoD,,full,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.48.3.json
22.48.4,Financial SoD — same identity posts AND approves a journal entry,critical,SOX-ITGC,PCAOB AS 2201,ITGC.Financial.SoD,,full,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.48.4.json
22.48.5,Vendor-master SoD — same identity creates vendor AND approves payment,critical,SOX-ITGC,PCAOB AS 2201,ITGC.Vendor.SoD,,full,detects-violation-of,content/cat-22-regulatory-compliance/UC-22.48.5.json
22.49.3,Litigation-hold override audit — holds applied/released without ticket,high,SOX ITGC,PCAOB AS 2201,ITGC.Logging.Review,,partial,satisfies,content/cat-22-regulatory-compliance/UC-22.49.3.json
22.6.55,ISO/IEC 27001:2022 Clause 8.1 — Operational planning: change advisory board (CAB) approval evidence,medium,SOX-ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Approval,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,full,satisfies,content/cat-22-regulatory-compliance/UC-22.6.55.json
22.9.8,Compliance Trending — Auditor Evidence Pack Generation Volume and Deficiency Rate,medium,SOX ITGC,PCAOB AS 2201,ITGC.Logging.Continuity,,contributing,satisfies,content/cat-22-regulatory-compliance/UC-22.9.8.json
7.1.13,Schema Change Detection,high,SOX-ITGC,PCAOB AS 2201,ITGC.ChangeMgmt.Authorization,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,partial,satisfies,content/cat-07-database-data-platforms/UC-7.1.13.json
7.1.21,Database User and Privilege Change Audit,high,SOX-ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Privileged,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,full,satisfies,content/cat-07-database-data-platforms/UC-7.1.21.json
7.1.40,Database Audit Log Tampering Detection,critical,SOX-ITGC,PCAOB AS 2201,ITGC.Logging.Continuity,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,partial,detects-violation-of,content/cat-07-database-data-platforms/UC-7.1.40.json
9.5.15,Okta User Lifecycle Events (Provisioning / Deprovisioning),high,SOX-ITGC,PCAOB AS 2201,ITGC.AccessMgmt.Provisioning,https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,partial,satisfies,content/cat-09-identity-access-management/UC-9.5.15.json
