uc_id,title,criticality,regulation,regulation_version,clause,clause_url,assurance,mode,source_path
22.10.22,Remote ePHI Access — MFA Gap for VPN + O365 Clinical Mail,critical,HIPAA Security,2013-final,§164.308(a)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.22.json
22.10.22,Remote ePHI Access — MFA Gap for VPN + O365 Clinical Mail,critical,HIPAA Security,2013-final,§164.312(e)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.22.json
22.10.23,FHIR / SMART on FHIR App Access to ePHI Scopes,high,HIPAA Security,2013-final,§164.312(d),,contributing,satisfies,use-cases/cat-22/uc-22.10.23.json
22.10.24,Medical Device Integration — Unapproved HL7 Feeds to EMPI,high,HIPAA Security,2013-final,§164.312(a)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.24.json
22.10.25,Endpoint Controls — ePHI Clipboard/Print from VDI,high,HIPAA Security,2013-final,§164.312(a)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.25.json
22.10.26,Transmission Security — Unencrypted SMTP with PHI Patterns,critical,HIPAA Security,2013-final,§164.312(e)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.26.json
22.10.27,Integrity — Caboodle / Clarity ETL Job Failures & Partial Loads,high,HIPAA Security,2013-final,§164.312(c)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.27.json
22.10.28,Workstation Security — Unattended Unlocked Sessions in Clinical Pods,high,HIPAA Security,2013-final,§164.310(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.28.json
22.10.29,Device & Media Controls — USB Mass Storage on ePHI Workstations,critical,HIPAA Security,2013-final,§164.310(d)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.29.json
22.10.3,Information System Activity Review — Cross-Source ePHI Access Summary,critical,HIPAA Security,2013-final,§164.308(a)(1)(ii)(D),,contributing,satisfies,use-cases/cat-22/uc-22.10.3.json
22.10.30,Media Controls — Large PHI Print Jobs to Non-Secure Printers,high,HIPAA Security,2013-final,§164.310(d)(2),,contributing,satisfies,use-cases/cat-22/uc-22.10.30.json
22.10.31,Facility vs Logical Access — Badge-In Without VPN/SSO for Remote Roles,high,HIPAA Security,2013-final,§164.310(a)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.31.json
22.10.32,Workstation Use — After-Hours Login from Non-Clinical IP Space,high,HIPAA Security,2013-final,§164.310(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.32.json
22.10.32,Workstation Use — After-Hours Login from Non-Clinical IP Space,high,HIPAA Security,2013-final,§164.310(c),,contributing,satisfies,use-cases/cat-22/uc-22.10.32.json
22.10.33,Minimum Necessary — Access Outside Active Care Team,critical,HIPAA Security,2013-final,§164.502(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.33.json
22.10.33,Minimum Necessary — Access Outside Active Care Team,critical,HIPAA Security,2013-final,§164.514(d),,contributing,satisfies,use-cases/cat-22/uc-22.10.33.json
22.10.34,Break-Glass — Emergency Access Reason Codes & Post-Review,critical,HIPAA Security,2013-final,§164.502(a)(2)(ii),,contributing,satisfies,use-cases/cat-22/uc-22.10.34.json
22.10.34,Break-Glass — Emergency Access Reason Codes & Post-Review,critical,HIPAA Security,2013-final,§policy,,contributing,satisfies,use-cases/cat-22/uc-22.10.34.json
22.10.35,Non-Treating Provider — Specialty Mismatch Chart Access,high,HIPAA Security,2013-final,§164.502(a)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.35.json
22.10.36,Bulk ePHI Export — Clarity SQL / Caboodle Extract Volume Spike,critical,HIPAA Security,2013-final,§164.312(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.36.json
22.10.36,Bulk ePHI Export — Clarity SQL / Caboodle Extract Volume Spike,critical,HIPAA Security,2013-final,§164.502(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.36.json
22.10.37,After-Hours ePHI Access — Billing Users on Inpatient Charts,high,HIPAA Security,2013-final,§164.502(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.37.json
22.10.38,Deceased Patient Records — Access After Death Date,high,HIPAA Security,2013-final,§164.502(f),,contributing,satisfies,use-cases/cat-22/uc-22.10.38.json
22.10.38,Deceased Patient Records — Access After Death Date,high,HIPAA Security,2013-final,§policy,,contributing,satisfies,use-cases/cat-22/uc-22.10.38.json
22.10.39,VIP / High-Profile Patient — Elevated Access Monitoring,critical,HIPAA Security,2013-final,§164.502(a),,contributing,satisfies,use-cases/cat-22/uc-22.10.39.json
22.10.39,VIP / High-Profile Patient — Elevated Access Monitoring,critical,HIPAA Security,2013-final,§policy,,contributing,satisfies,use-cases/cat-22/uc-22.10.39.json
22.10.4,Workforce Clearance — HR Hire vs AD Account Creation,high,HIPAA Security,2013-final,§164.308(a)(3),,contributing,satisfies,use-cases/cat-22/uc-22.10.4.json
22.10.40,Research Access — Chart Views Without Active IRB Consent Flag,critical,HIPAA Security,2013-final,§164.502(a)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.40.json
22.10.40,Research Access — Chart Views Without Active IRB Consent Flag,critical,HIPAA Security,2013-final,§164.512(i),,contributing,satisfies,use-cases/cat-22/uc-22.10.40.json
22.10.41,Accounting of Disclosures — Registry vs EHR-Logged Disclosures,high,HIPAA Security,2013-final,§164.528,,contributing,satisfies,use-cases/cat-22/uc-22.10.41.json
22.10.42,Patient Portal — Suspicious MyChart Password Reset & MFA Changes,critical,HIPAA Security,2013-final,§164.312(d),,contributing,satisfies,use-cases/cat-22/uc-22.10.42.json
22.10.42,Patient Portal — Suspicious MyChart Password Reset & MFA Changes,critical,HIPAA Security,2013-final,§164.530(c),,contributing,satisfies,use-cases/cat-22/uc-22.10.42.json
22.10.43,Breach Discovery — Time-to-Detect from First PHI Indicator,critical,HIPAA Security,2013-final,§164.404,,contributing,satisfies,use-cases/cat-22/uc-22.10.43.json
22.10.44,Breach Risk Assessment — Four-Factor Documentation Tracking,critical,HIPAA Security,2013-final,§164.402,,contributing,satisfies,use-cases/cat-22/uc-22.10.44.json
22.10.44,Breach Risk Assessment — Four-Factor Documentation Tracking,critical,HIPAA Security,2013-final,§164.404,,contributing,satisfies,use-cases/cat-22/uc-22.10.44.json
22.10.45,Individual Notification — Letter Generation & Mailing Evidence,critical,HIPAA Security,2013-final,§164.404(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.45.json
22.10.46,HHS Secretary Notification — 500+ Individuals Threshold Watch,critical,HIPAA Security,2013-final,§164.408,,contributing,satisfies,use-cases/cat-22/uc-22.10.46.json
22.10.47,Media Notification — Large-State Resident Threshold Tracking,critical,HIPAA Security,2013-final,§164.406(c),,contributing,satisfies,use-cases/cat-22/uc-22.10.47.json
22.10.48,Breach Log / Incident Register — Immutable Chronological Record,high,HIPAA Security,2013-final,§164.402,,contributing,satisfies,use-cases/cat-22/uc-22.10.48.json
22.10.48,Breach Log / Incident Register — Immutable Chronological Record,high,HIPAA Security,2013-final,§policy,,contributing,satisfies,use-cases/cat-22/uc-22.10.48.json
22.10.49,Breach Remediation — Control Implementation Evidence Post-Incident,high,HIPAA Security,2013-final,§164.308(a)(1)(ii)(A),,contributing,satisfies,use-cases/cat-22/uc-22.10.49.json
22.10.5,Termination — Access Revocation Within Policy Window,critical,HIPAA Security,2013-final,§164.308(a)(3)(ii)(C),,contributing,satisfies,use-cases/cat-22/uc-22.10.5.json
22.10.50,Annual Breach Reporting — Trend of Affected Individuals & Root Cause,high,HIPAA Security,2013-final,§164.408,,contributing,satisfies,use-cases/cat-22/uc-22.10.50.json
22.10.51,Business Associate Access — VPN/SSO Sessions Originating from BA Address Space,high,HIPAA Security,2013-final,§164.308(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.51.json
22.10.51,Business Associate Access — VPN/SSO Sessions Originating from BA Address Space,high,HIPAA Security,2013-final,§164.502(e),,contributing,satisfies,use-cases/cat-22/uc-22.10.51.json
22.10.52,BAA Compliance Evidence — Control Attestations vs Technical Telemetry,high,HIPAA Security,2013-final,§164.308(b)(3),,contributing,satisfies,use-cases/cat-22/uc-22.10.52.json
22.10.52,BAA Compliance Evidence — Control Attestations vs Technical Telemetry,high,HIPAA Security,2013-final,§164.502(e),,contributing,satisfies,use-cases/cat-22/uc-22.10.52.json
22.10.53,Subcontractor Access — Downstream API Keys Touching ePHI Interfaces,critical,HIPAA Security,2013-final,§164.502(e),,contributing,satisfies,use-cases/cat-22/uc-22.10.53.json
22.10.54,Third-Party Data Sharing — O365 Sharing Links to External Domains on PHI Libraries,critical,HIPAA Security,2013-final,§164.502(b),,contributing,satisfies,use-cases/cat-22/uc-22.10.54.json
22.10.54,Third-Party Data Sharing — O365 Sharing Links to External Domains on PHI Libraries,critical,HIPAA Security,2013-final,§164.514(e),,contributing,satisfies,use-cases/cat-22/uc-22.10.54.json
22.10.55,Cloud Service Provider — ePHI Hosting Admin Actions in AWS or Azure Audit,critical,HIPAA Security,2013-final,§164.308(a)(1),,contributing,satisfies,use-cases/cat-22/uc-22.10.55.json
22.10.55,Cloud Service Provider — ePHI Hosting Admin Actions in AWS or Azure Audit,critical,HIPAA Security,2013-final,§164.502(e),,contributing,satisfies,use-cases/cat-22/uc-22.10.55.json
22.10.6,Security Awareness & Training — Phish Simulation Failure to ePHI Risk,high,HIPAA Security,2013-final,§164.308(a)(5),,contributing,satisfies,use-cases/cat-22/uc-22.10.6.json
22.10.7,Login Monitoring & Security Incident Procedures — Brute Force to Clinical SSO,critical,HIPAA Security,2013-final,§164.308(a)(6),,contributing,satisfies,use-cases/cat-22/uc-22.10.7.json
22.10.8,Contingency Plan — Backup Job Success for ePHI Databases,critical,HIPAA Security,2013-final,§164.308(a)(7),,contributing,satisfies,use-cases/cat-22/uc-22.10.8.json
22.10.9,Periodic Evaluation — Control Test Evidence Ingest,high,HIPAA Security,2013-final,§164.308(a)(8),,contributing,satisfies,use-cases/cat-22/uc-22.10.9.json
22.35.1,Audit-log continuity: detect indexing gap indicating lost evidence,critical,HIPAA,2013-final,§164.312(b),https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/subpart-C/section-164.312#p-164.312(b),full,satisfies,use-cases/cat-22/uc-22.35.1.json
22.35.2,Log tamper detection via write-once-read-many chain-of-custody,critical,HIPAA Security,2013-final,§164.312(c)(1),https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/subpart-C/section-164.312#p-164.312(c)(1),full,satisfies,use-cases/cat-22/uc-22.35.2.json
22.35.4,Log signing chain integrity — cryptographic signature drift on evidence archive,critical,HIPAA,2013-final,§164.312(c)(1),https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164,full,satisfies,use-cases/cat-22/uc-22.35.4.json
22.35.5,Search-head audit-trail completeness — deleted or rewritten search jobs,high,HIPAA,2013-final,§164.312(b),,partial,satisfies,use-cases/cat-22/uc-22.35.5.json
22.39.1,Multi-regulator breach-notification SLA tracker (24h NIS2 / 72h GDPR / 72h HIPAA),critical,HIPAA Security,2013-final,§164.308(a)(6),,partial,satisfies,use-cases/cat-22/uc-22.39.1.json
22.39.3,Data-subject breach communication timeline tracker (Art.34 / §164.404),high,HIPAA Security,2013-final,§164.404,,full,satisfies,use-cases/cat-22/uc-22.39.3.json
22.41.1,Encryption-at-rest coverage gap — unencrypted storage with regulated data,critical,HIPAA Security,2013-final,§164.312(a)(2)(iv),,full,satisfies,use-cases/cat-22/uc-22.41.1.json
22.41.2,Certificate / TLS posture — weak cipher and expired-cert detection,high,HIPAA Security,2013-final,§164.312(e)(1),,full,satisfies,use-cases/cat-22/uc-22.41.2.json
22.41.4,TLS downgrade / legacy-cipher handshake spike,high,HIPAA,2013-final,§164.312(e)(1),,full,satisfies,use-cases/cat-22/uc-22.41.4.json
22.45.2,Backup encryption and air-gap integrity — tamper detection on immutable storage,critical,HIPAA Security,2013-final,§164.308(a)(7),,full,satisfies,use-cases/cat-22/uc-22.45.2.json
22.45.4,Backup repository TLS posture — aged or weak-cipher endpoints,medium,HIPAA,2013-final,§164.312(e)(1),,partial,satisfies,use-cases/cat-22/uc-22.45.4.json
22.46.1,Mandatory security training — completion SLA by role,medium,HIPAA Security,2013-final,§164.308(a)(5),,full,satisfies,use-cases/cat-22/uc-22.46.1.json
22.46.3,Privileged-role specialist training — admins lacking annual deep-training,medium,HIPAA,2013-final,§164.308(a)(5)(ii)(A),,partial,satisfies,use-cases/cat-22/uc-22.46.3.json
22.46.5,Developer data-handling training — prod-access engineers lacking training,high,HIPAA,2013-final,§164.308(a)(5),,partial,satisfies,use-cases/cat-22/uc-22.46.5.json
22.49.1,Retention execution evidence — records past retention still present,high,HIPAA Security,2013-final,§164.310(d)(1),,partial,satisfies,use-cases/cat-22/uc-22.49.1.json
22.49.2,Disposal workflow completion — failed disposals requiring manual review,high,HIPAA Security,2013-final,§164.310(d)(1),,full,satisfies,use-cases/cat-22/uc-22.49.2.json
22.49.4,Retention policy drift — system config vs policy catalogue,high,HIPAA,2013-final,§164.316(b)(2),,partial,satisfies,use-cases/cat-22/uc-22.49.4.json
22.49.5,Cryptographic erasure attestation — per-asset destruction evidence,high,HIPAA,2013-final,§164.310(d)(2)(i),,partial,satisfies,use-cases/cat-22/uc-22.49.5.json
22.6.53,ISO/IEC 27001:2022 Clause 7.2 — Competence evidence: role-based training completion,medium,HIPAA Security Rule,2013-final,§164.308(a)(5),https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164,partial,satisfies,use-cases/cat-22/uc-22.6.53.json
22.8.31,SOC 2 CC6.6 — Encryption-in-transit validation: cleartext protocols crossing the trust boundary,high,HIPAA Security Rule,2013-final,§164.312(e)(1),https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164,partial,satisfies,use-cases/cat-22/uc-22.8.31.json
22.8.38,SOC 2 C1.1 — Confidentiality: sensitive-data exposure at the egress boundary,high,HIPAA Security Rule,2013-final,§164.312(e)(1),https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164,partial,satisfies,use-cases/cat-22/uc-22.8.38.json
